A2D1-10296,2,1766727665410
A3C1-298,3,1766727666412
A2D1-305,2,1766727673429
A3C1-306,3,1766727674431
A3C1-10306,3,1766727675433
A2B1-313,2,1766727681451
A3C1-314,3,1766727682453
A2D1-321,2,1766727689466
A3C1-10320,3,1766727689466
A3C1-322,3,1766727690467
A3C1-10324,3,1766727693472
A2D1-329,2,1766727697479
A3C1-10328,3,1766727697479
A3C1-330,3,1766727698481
A2D1-10331,2,1766727700485
A2B1-10335,2,1766727704491
A2D1-337,2,1766727705492
A3C1-338,3,1766727706495
A3C1-10339,3,1766727708498
A2D1-345,2,1766727713506
A2B1-10344,2,1766727713506
A3C1-346,3,1766727714509
A2D1-10345,2,1766727714509
A2D1-10349,2,1766727718519
A2D1-10350,2,1766727719523
A2B1-353,2,1766727721528
A3C1-354,3,1766727722532
A2D1-361,2,1766727729548
A3C1-362,3,1766727730553
A3C1-10361,3,1766727730553
A3C1-10365,3,1766727734590
A2D1-10366,2,1766727735593
A3C1-10367,3,1766727736598
A2D1-369,2,1766727737601
A3C1-370,3,1766727738605
A2D1-10371,2,1766727740611
A3C1-10373,3,1766727742618
A2B1-377,2,1766727745623
A3C1-378,3,1766727746625
A3C1-10380,3,1766727749634
A2B1-10381,2,1766727750636
A2B1-385,2,1766727753644
A3C1-386,3,1766727754645
A3C1-10388,3,1766727757650
A2B1-393,2,1766727761658
A3C1-394,3,1766727762659
A2B1-401,2,1766727769673
A3C1-402,3,1766727770676
A2D1-409,2,1766727777691
A3C1-410,3,1766727778694
A3C1-10412,3,1766727781700
A2D1-417,2,1766727785708
A3C1-418,3,1766727786710
A2B1-425,2,1766727793723
A3C1-426,3,1766727794724
A3C1-10427,3,1766727796729
A2B1-433,2,1766727801737
A3C1-434,3,1766727802739
A3C1-10434,3,1766727803741
A2D1-441,2,1766727809753
A3C1-442,3,1766727810755
A3C1-10443,3,1766727812761
A2D1-449,2,1766727817771
A3C1-10448,3,1766727817771
A3C1-450,3,1766727818774
A2B1-457,2,1766727825788
A3C1-458,3,1766727826789
A2B1-10462,2,1766727831799
A2B1-465,2,1766727833803
A3C1-466,3,1766727834806
A2B1-473,2,1766727841821
A3C1-474,3,1766727842823
A2B1-481,2,1766727849837
A3C1-482,3,1766727850840
A2B1-489,2,1766727857854
A3C1-490,3,1766727858855
A3C1-10493,3,1766727862859
A2D1-497,2,1766727865865
A3C1-498,3,1766727866868
A3C1-10500,3,1766727869875
A2B1-505,2,1766727873881
A3C1-506,3,1766727874883
A2D1-513,2,1766727881897
A3C1-514,3,1766727882901
A2D1-10517,2,1766727886906
A2B1-521,2,1766727889913
A3C1-522,3,1766727890915
A2D1-10522,2,1766727891918
A2B1-10526,2,1766727895926
A2D1-529,2,1766727897930
A3C1-530,3,1766727898933
A2B1-10530,2,1766727899935
A2B1-10534,2,1766727903941
A2D1-537,2,1766727905946
A3C1-538,3,1766727906947
A3C1-10539,3,1766727908953
A3C1-10541,3,1766727910958
A2D1-545,2,1766727913967
A3C1-546,3,1766727914969
A2B1-10550,2,1766727919981
A2B1-553,2,1766727921988
A3C1-554,3,1766727922991
A2D1-561,2,1766727930006
A3C1-562,3,1766727931008
A2D1-10563,2,1766727933013
A2D1-569,2,1766727938023
A3C1-570,3,1766727939025
A2D1-577,2,1766727946038
A3C1-578,3,1766727947040
A2B1-585,2,1766727954055
A3C1-586,3,1766727955057
A2D1-593,2,1766727962076
A3C1-594,3,1766727963078
A2D1-10593,2,1766727963078
A2B1-10597,2,1766727967087
A2B1-10599,2,1766727969093
A2B1-601,2,1766727970095
A3C1-602,3,1766727971096
A2B1-609,2,1766727978108
A2B1-10608,2,1766727978108
A3C1-610,3,1766727979110
A2D1-617,2,1766727986121
A3C1-618,3,1766727987122
A3C1-10623,3,1766727993131
A2B1-625,2,1766727994132
A3C1-626,3,1766727995133
A2D1-633,2,1766728002146
A3C1-634,3,1766728003147
A2D1-641,2,1766728010163
A3C1-10640,3,1766728010163
A3C1-642,3,1766728011166
A3C1-10641,3,1766728011166
A2B1-649,2,1766728018180
A3C1-650,3,1766728019181
A3C1-10649,3,1766728019181
A2D1-657,2,1766728026196
A3C1-658,3,1766728027198
A2D1-665,2,1766728034217
A3C1-666,3,1766728035218
A2D1-10670,2,1766728040231
A2D1-673,2,1766728042238
A2B1-10672,2,1766728042238
A3C1-674,3,1766728043241
A2D1-10677,2,1766728047254
A2D1-681,2,1766728050260
A3C1-682,3,1766728051264
A2D1-10685,2,1766728055273
A2B1-689,2,1766728058278
A3C1-690,3,1766728059282
A2D1-697,2,1766728066300
A3C1-698,3,1766728067302
A2D1-10700,2,1766728070307
A2B1-10701,2,1766728071309
A2D1-705,2,1766728074314
A3C1-706,3,1766728075317
A2B1-10708,2,1766728078328
A2B1-713,2,1766728082351
A3C1-714,3,1766728083355
A3C1-10716,3,1766728086377
A2B1-721,2,1766728090412
A3C1-722,3,1766728091420
A3C1-10723,3,1766728093436
A3C1-10724,3,1766728094445
A2D1-729,2,1766728098480
A3C1-730,3,1766728099487
A2D1-737,2,1766728106571
A2D1-10736,2,1766728106571
A3C1-738,3,1766728107578
A2D1-10740,2,1766728110612
A2D1-10743,2,1766728113636
A2D1-745,2,1766728114655
A3C1-746,3,1766728115665
A2B1-10749,2,1766728119694
A2B1-10750,2,1766728120699
A2B1-753,2,1766728122712
A3C1-754,3,1766728123720
A2B1-761,2,1766728130795
A3C1-762,3,1766728131804
A2D1-769,2,1766728138866
A3C1-10768,3,1766728138866
A3C1-770,3,1766728139874
A2B1-777,2,1766728146919
A3C1-778,3,1766728147927
A2B1-785,2,1766728154995
A3C1-786,3,1766728156004
A2B1-10785,2,1766728156004
A2B1-793,2,1766728163061
A3C1-794,3,1766728164069
A2B1-801,2,1766728171136
A3C1-802,3,1766728172152
A3C1-10802,3,1766728173160
A3C1-10804,3,1766728175183
A2D1-809,2,1766728179256
A3C1-810,3,1766728180262
A2B1-817,2,1766728187320
A3C1-818,3,1766728188329
A2B1-10817,2,1766728188329
A2B1-825,2,1766728195395
A3C1-826,3,1766728196402
A2B1-10829,2,1766728200442
A2B1-10831,2,1766728202452
A2D1-833,2,1766728203460
A3C1-834,3,1766728204470
A2B1-10838,2,1766730062170
A3C1-10839,3,1766730063185
A2D1-841,2,1766749773181
A3C1-842,3,1766749774244
A2D1-849,2,1766749781375
A3C1-850,3,1766749782384
