A2D1-1,2,1766727368694
A3C1-2,3,1766727369712
A3C1-10001,3,1766727369712
A2D1-10004,2,1766727372717
A2B1-9,2,1766727376726
A3C1-10,3,1766727377728
A2D1-17,2,1766727384747
A3C1-18,3,1766727385749
A2B1-10018,2,1766727386750
A2D1-10023,2,1766727391759
A2D1-25,2,1766727392761
A3C1-26,3,1766727393764
A2D1-33,2,1766727400784
A3C1-34,3,1766727401787
A2B1-41,2,1766727408808
A3C1-42,3,1766727409809
A2D1-49,2,1766727416828
A3C1-50,3,1766727417840
A3C1-10049,3,1766727417840
A2B1-57,2,1766727424862
A3C1-58,3,1766727425866
A2D1-10057,2,1766727425866
A2B1-65,2,1766727432888
A3C1-66,3,1766727433890
A2B1-73,2,1766727440907
A3C1-74,3,1766727441909
A2B1-81,2,1766727448925
A3C1-82,3,1766727449927
A3C1-10086,3,1766727454940
A2D1-89,2,1766727456947
A3C1-90,3,1766727457949
A2D1-97,2,1766727464972
A3C1-98,3,1766727465975
A3C1-10099,3,1766727467978
A2D1-105,2,1766727472992
A3C1-106,3,1766727473994
A2B1-113,2,1766727481014
A3C1-114,3,1766727482015
A2B1-10118,2,1766727487030
A2B1-121,2,1766727489035
A3C1-122,3,1766727490037
A3C1-10121,3,1766727490037
A2D1-10122,2,1766727491040
A2B1-129,2,1766727497057
A3C1-130,3,1766727498058
A3C1-10129,3,1766727498058
A2B1-137,2,1766727505077
A3C1-138,3,1766727506080
A2B1-10137,2,1766727506080
A2D1-145,2,1766727513103
A3C1-146,3,1766727514105
A3C1-10149,3,1766727518116
A2D1-10150,2,1766727519119
A2D1-153,2,1766727521122
A3C1-154,3,1766727522124
A2D1-161,2,1766727529139
A3C1-162,3,1766727530141
A3C1-10162,3,1766727531142
A2B1-169,2,1766727537153
A3C1-170,3,1766727538155
A2D1-177,2,1766727545167
A3C1-178,3,1766727546170
A3C1-10180,3,1766727549177
A2D1-10183,2,1766727552186
A2D1-185,2,1766727553190
A3C1-186,3,1766727554192
A2D1-193,2,1766727561208
A3C1-194,3,1766727562210
A2B1-201,2,1766727569225
A3C1-10200,3,1766727569225
A3C1-202,3,1766727570228
A2B1-209,2,1766727577243
A3C1-210,3,1766727578245
A2B1-217,2,1766727585256
A3C1-218,3,1766727586258
A3C1-10220,3,1766727589262
A2D1-225,2,1766727593270
A3C1-226,3,1766727594272
A3C1-10225,3,1766727594272
A3C1-10231,3,1766727600280
A2D1-233,2,1766727601284
A3C1-234,3,1766727602285
A3C1-10236,3,1766727605288
A2D1-241,2,1766727609295
A3C1-242,3,1766727610296
A2D1-10244,2,1766727613301
A2B1-249,2,1766727617309
A3C1-250,3,1766727618311
A2B1-10253,2,1766727622316
A2D1-257,2,1766727625323
A3C1-258,3,1766727626326
A2D1-265,2,1766727633342
A3C1-266,3,1766727634343
A2B1-273,2,1766727641355
A3C1-274,3,1766727642357
A3C1-10273,3,1766727642357
A2B1-281,2,1766727649370
A3C1-282,3,1766727650372
A3C1-10281,3,1766727650372
A2D1-10283,2,1766727652377
A2D1-289,2,1766727657389
A3C1-290,3,1766727658393
A3C1-10290,3,1766727659394
A2D1-297,2,1766727665410
