B3D1-380,3,1766727692431
B2A1-10383,2,1766727696436
B2A1-387,2,1766727699441
B3D1-388,3,1766727700442
B2A1-10388,2,1766727701444
B2A1-395,2,1766727707452
B3D1-396,3,1766727708453
B2A1-403,2,1766727715462
B3D1-404,3,1766727716465
B2A1-411,2,1766727723479
B3D1-412,3,1766727724481
B2A1-419,2,1766727731493
B3D1-420,3,1766727732495
B3D1-10422,3,1766727735504
B2A1-427,2,1766727739513
B3D1-428,3,1766727740515
B2A1-10429,2,1766727742521
B2A1-435,2,1766727747532
B2A1-10434,2,1766727747532
B3D1-436,3,1766727748536
B2A1-10436,2,1766727749538
B2A1-10438,2,1766727751542
B2A1-443,2,1766727755547
B3D1-444,3,1766727756548
B2A1-451,2,1766727763562
B3D1-452,3,1766727764564
B3D1-10455,3,1766727768571
B2A1-459,2,1766727771578
B3D1-460,3,1766727772580
B2A1-467,2,1766727779589
B3D1-468,3,1766727780591
B2A1-475,2,1766727787607
B3D1-476,3,1766727788608
B2A1-483,2,1766727795620
B3D1-484,3,1766727796623
B2A1-491,2,1766727803634
B3D1-492,3,1766727804635
B3D1-10491,3,1766727804635
B2A1-499,2,1766727811657
B3D1-500,3,1766727812659
B2A1-507,2,1766727819673
B3D1-508,3,1766727820676
B2A1-10508,2,1766727821679
B2A1-515,2,1766727827687
B3D1-516,3,1766727828688
B2A1-523,2,1766727835700
B3D1-524,3,1766727836701
B2A1-531,2,1766727843713
B3D1-532,3,1766727844715
B2A1-539,2,1766727851729
B3D1-540,3,1766727852731
B2A1-547,2,1766727859743
B3D1-548,3,1766727860743
B2A1-10551,2,1766727864749
B3D1-10553,3,1766727866752
B2A1-555,2,1766727867756
B3D1-556,3,1766727868757
B3D1-10557,3,1766727870759
B2A1-10559,2,1766727872763
B2A1-563,2,1766727875769
B3D1-564,3,1766727876771
B2A1-571,2,1766727883783
B3D1-572,3,1766727884785
B2A1-579,2,1766727891798
B3D1-580,3,1766727892799
B2A1-10579,2,1766727892799
B2A1-10582,2,1766727895804
B2A1-587,2,1766727899811
B3D1-588,3,1766727900812
B2A1-10590,2,1766727903815
B3D1-10593,3,1766727906819
B2A1-595,2,1766727907821
B3D1-596,3,1766727908822
B2A1-10596,2,1766727909824
